datum;tijdsvak;positie;nummer;artiest;jaartal
2025-12-25 00:00:00;8.00 - 9.00;1887;I;Would Die 4 U Prince & The Revolution;1984
2025-12-25 00:00:00;8.00 - 9.00;1888;Higher;Power Coldplay;2021
2025-12-25 00:00:00;8.00 - 9.00;1889;Faded;Alan Walker;2016
2025-12-25 00:00:00;8.00 - 9.00;1890;It's;The End Of The World As... R.E.M.;1987
2025-12-25 00:00:00;8.00 - 9.00;1891;Verleden;Tijd Suzan & Freek;2024
2025-12-25 00:00:00;8.00 - 9.00;1892;Even;Aan M'n Moeder Vragen Bloem;1980
2025-12-25 00:00:00;8.00 - 9.00;1893;Hard;To Say Goodbye Rondé;2021
2025-12-25 00:00:00;8.00 - 9.00;1894;Can't;Stop The Feeling! Justin Timberlake;2016
2025-12-25 00:00:00;7.00 - 8.00;1895;Prikkebeen;B. de Groot en E. Nieman;1968
2025-12-25 00:00:00;7.00 - 8.00;1896;Summertime;Brainbox;1969
2025-12-25 00:00:00;7.00 - 8.00;1897;Fire;Floor Jansen;2022
2025-12-25 00:00:00;7.00 - 8.00;1898;Blijven;Slapen Snelle & Maan;2021
2025-12-25 00:00:00;7.00 - 8.00;1899;In;My Place Coldplay;2002
2025-12-25 00:00:00;7.00 - 8.00;1900;Fire;And Rain James Taylor;1970
2025-12-25 00:00:00;7.00 - 8.00;1901;Overture (Tommy);The Who;1969
2025-12-25 00:00:00;7.00 - 8.00;1902;Hier;BLØF;2000
2025-12-25 00:00:00;7.00 - 8.00;1903;Mary Jane's Last Dance;Tom Petty & The Heartbreakers;1993
2025-12-25 00:00:00;7.00 - 8.00;1904;You're;Still The One Shania Twain;1998
2025-12-25 00:00:00;7.00 - 8.00;1905;The;Name Of The Game  ABBA;1977
2025-12-25 00:00:00;7.00 - 8.00;1906;Als;Je Bij Me Weggaat Acda en De Munnik;1997
2025-12-25 00:00:00;6.00 - 7.00;1907;Black;Night Deep Purple;1970
2025-12-25 00:00:00;6.00 - 7.00;1908;Food;For Thought UB40;1983
2025-12-25 00:00:00;6.00 - 7.00;1909;Feeling;Good Michael Bublé;2005
2025-12-25 00:00:00;6.00 - 7.00;1910;Human;Touch Bruce Springsteen;1992
2025-12-25 00:00:00;6.00 - 7.00;1911;Sailing;Christopher Cross;1981
2025-12-25 00:00:00;6.00 - 7.00;1912;Sausolito;Summernight Diesel;1980
2025-12-25 00:00:00;6.00 - 7.00;1913;I;Need My Girl The National;2013
2025-12-25 00:00:00;6.00 - 7.00;1914;As;Tears Go By The Rolling Stones;1966
2025-12-25 00:00:00;6.00 - 7.00;1915;24K;Magic Bruno Mars;2016
2025-12-25 00:00:00;6.00 - 7.00;1916;Detroit;Rock City KISS;1976
2025-12-25 00:00:00;6.00 - 7.00;1917;Mensch;Herbert Grönemeyer;2003
2025-12-25 00:00:00;5.00 - 6.00;1918;Met;Hart en Ziel Tröckener Kecks;1990
2025-12-25 00:00:00;5.00 - 6.00;1919;Hypnotize;Notorious B.I.G.;1997
2025-12-25 00:00:00;5.00 - 6.00;1920;The;Way We Were Barbra Streisand;1973
2025-12-25 00:00:00;5.00 - 6.00;1921;Do;It Again Steely Dan;1972
2025-12-25 00:00:00;5.00 - 6.00;1922;Bicycle;Race Queen;1978
2025-12-25 00:00:00;5.00 - 6.00;1923;Catch;The Rainbow Rainbow;1975
2025-12-25 00:00:00;5.00 - 6.00;1924;Around;The World Daft Punk;1997
2025-12-25 00:00:00;5.00 - 6.00;1925;Vondelpark;Vannacht Acda en De Munnik;1997
2025-12-25 00:00:00;5.00 - 6.00;1926;Two;Tribes Frankie Goes To Hollywood;1984
2025-12-25 00:00:00;5.00 - 6.00;1927;Eloise;Barry Ryan;1968
2025-12-25 00:00:00;5.00 - 6.00;1928;Pumped;Up Kicks Foster The People;2011
2025-12-25 00:00:00;5.00 - 6.00;1929;Bombtrack;Rage Against The Machine;1994
2025-12-25 00:00:00;5.00 - 6.00;1930;One;Vision Queen;1985
2025-12-25 00:00:00;4.00 - 5.00;1931;She's;The One Robbie Williams;1999
2025-12-25 00:00:00;4.00 - 5.00;1932;feelslikeimfallinginlove;Coldplay;2024
2025-12-25 00:00:00;4.00 - 5.00;1933;Meer;Dan Een Ander Van Dik Hout;1994
2025-12-25 00:00:00;4.00 - 5.00;1934;Thank;U Alanis Morissette;1998
2025-12-25 00:00:00;4.00 - 5.00;1935;Shivers;Ed Sheeran;2021
2025-12-25 00:00:00;4.00 - 5.00;1936;Blah;Blah Blah Armin van Buuren;2018
2025-12-25 00:00:00;4.00 - 5.00;1937;Gold;On The Ceiling The Black Keys;2011
2025-12-25 00:00:00;4.00 - 5.00;1938;Memories;Within Temptation;2004
2025-12-25 00:00:00;4.00 - 5.00;1939;(They;Long To Be) Close To You Carpenters;1970
2025-12-25 00:00:00;4.00 - 5.00;1940;Are;You Gonna Go My Way? Lenny Kravitz;1993
2025-12-25 00:00:00;4.00 - 5.00;1941;This;Is The Last Time Keane;2005
2025-12-25 00:00:00;4.00 - 5.00;1942;Ain't;Nobody Rufus & Chaka Khan;1984
2025-12-25 00:00:00;4.00 - 5.00;1943;Is;It A Crime Sade;1985
2025-12-25 00:00:00;4.00 - 5.00;1944;Waterloo;Sunset The Kinks;1967
2025-12-25 00:00:00;3.00 - 4.00;1945;No;Limit 2 Unlimited;1993
2025-12-25 00:00:00;3.00 - 4.00;1946;Moondance;Van Morrison;1970
2025-12-25 00:00:00;3.00 - 4.00;1947;Last;Dance Donna Summer;1978
2025-12-25 00:00:00;3.00 - 4.00;1948;Famous;Blue Raincoat Leonard Cohen;1971
2025-12-25 00:00:00;3.00 - 4.00;1949;It's;Raining Again Supertramp;1982
2025-12-25 00:00:00;3.00 - 4.00;1950;Bones;Imagine Dragons;2022
2025-12-25 00:00:00;3.00 - 4.00;1951;The;Saints Are Coming U2 & Green Day;2006
2025-12-25 00:00:00;3.00 - 4.00;1952;Nathalie;Gilbert Bécaud;1964
2025-12-25 00:00:00;3.00 - 4.00;1953;The;Look Roxette;1989
2025-12-25 00:00:00;3.00 - 4.00;1954;Vluchten;Kan Niet Meer Jenny Arean & Frans Halsema;1977
2025-12-25 00:00:00;3.00 - 4.00;1955;Heavy;Cross Gossip;2009
2025-12-25 00:00:00;3.00 - 4.00;1956;Snap;Out Of It Arctic Monkeys;2013
2025-12-25 00:00:00;3.00 - 4.00;1957;The;Prophet's Song Queen;1975
2025-12-25 00:00:00;2.00 - 3.00;1958;Good;Old-Fashioned Lover Boy Queen;1976
2025-12-25 00:00:00;2.00 - 3.00;1959;Before;You Leave Me Alex Warren;2024
2025-12-25 00:00:00;2.00 - 3.00;1960;Damn;Those Eyes Kane;1999
2025-12-25 00:00:00;2.00 - 3.00;1961;You;Should Be Dancing Bee Gees;1976
2025-12-25 00:00:00;2.00 - 3.00;1962;Show;Me Love Robin S;1992
2025-12-25 00:00:00;2.00 - 3.00;1963;Late;Night Talking Harry Styles;2022
2025-12-25 00:00:00;2.00 - 3.00;1964;What's;Love Got To Do With It Tina Turner;1984
2025-12-25 00:00:00;2.00 - 3.00;1965;You;Need To Calm Down Taylor Swift;2019
2025-12-25 00:00:00;2.00 - 3.00;1966;(Something;Inside) So Strong Labi Siffre;1987
2025-12-25 00:00:00;2.00 - 3.00;1967;A;Thing Called Love Johnny Cash;1972
2025-12-25 00:00:00;2.00 - 3.00;1968;Dance;With Somebody Mando Diao;2009
2025-12-25 00:00:00;2.00 - 3.00;1969;You've;Got A Friend James Taylor;1971
2025-12-25 00:00:00;2.00 - 3.00;1970;Why;Can't This Be Love Van Halen;1987
2025-12-25 00:00:00;2.00 - 3.00;1971;Bridges;Kensington;2017
2025-12-25 00:00:00;1.00 - 2.00;1972;Don't;Look Back Boston;1978
2025-12-25 00:00:00;1.00 - 2.00;1973;Pink;Pony Club Chappell Roan;2023
2025-12-25 00:00:00;1.00 - 2.00;1974;Blijf;Bij Mij André Hazes & Gerard Joling;2007
2025-12-25 00:00:00;1.00 - 2.00;1975;Tonight,;Tonight Smashing Pumpkins;1995
2025-12-25 00:00:00;1.00 - 2.00;1976;Toveren;Herman van Veen;1987
2025-12-25 00:00:00;1.00 - 2.00;1977;Moon;Over Bourbon Street Sting;1985
2025-12-25 00:00:00;1.00 - 2.00;1978;La;Vie En Rose Grace Jones;1977
2025-12-25 00:00:00;1.00 - 2.00;1979;Blitzkrieg;Bop Ramones;1976
2025-12-25 00:00:00;1.00 - 2.00;1980;Moth;To A Flame Swedish House Mafia...;2021
2025-12-25 00:00:00;1.00 - 2.00;1981;Always;On The Run Lenny Kravitz;1991
2025-12-25 00:00:00;1.00 - 2.00;1982;Walk;This Way Run DMC ft. Aerosmith;1986
2025-12-25 00:00:00;1.00 - 2.00;1983;Le;Freak Chic;1978
2025-12-25 00:00:00;1.00 - 2.00;1984;All;My Life Foo Fighters;2002
2025-12-25 00:00:00;1.00 - 2.00;1985;Relax;Frankie Goes To Hollywood;1984
2025-12-25 00:00:00;0.00 - 1.00;1986;Blue;Suede Shoes Elvis Presley;1956
2025-12-25 00:00:00;0.00 - 1.00;1987;Cocaine;Eric Clapton;1978
2025-12-25 00:00:00;0.00 - 1.00;1988;Johnny;Make Believe Golden Earring;1994
2025-12-25 00:00:00;0.00 - 1.00;1989;Touch;Me The Doors;1969
2025-12-25 00:00:00;0.00 - 1.00;1990;The;Cross Prince;1987
2025-12-25 00:00:00;0.00 - 1.00;1991;No;Surrender Kane;2009
2025-12-25 00:00:00;0.00 - 1.00;1992;Lover;Of The Light Mumford & Sons;2012
2025-12-25 00:00:00;0.00 - 1.00;1993;Speed;Of Sound Coldplay;2005
2025-12-25 00:00:00;0.00 - 1.00;1994;San;Francisco Scott McKenzie;1967
2025-12-25 00:00:00;0.00 - 1.00;1995;Fox;On The Run Sweet;1975
2025-12-25 00:00:00;0.00 - 1.00;1996;Snowman;Sia;2018
2025-12-25 00:00:00;0.00 - 1.00;1997;Once;Upon A Time In The West Dire Straits;1979
2025-12-25 00:00:00;0.00 - 1.00;1998;Wat;Wil Je Van Mij Metejoor & Hannah Mae;2022
2025-12-25 00:00:00;0.00 - 1.00;1999;Telephone;Lady Gaga ft. Beyoncé;2009
2025-12-25 00:00:00;0.00 - 1.00;2000;Run;Like Hell Pink Floyd;1979
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;

